36	636	1
186	926	1
189	933	1
459	612	1
23	665	1
308	810	1
393	894	1
394	587	1
285	536	1
271	854	1
367	564	1
135	706	1
391	828	1
486	912	1
394	562	1
203	888	1
381	978	1
375	535	1
476	522	1
51	737	1
431	790	1
74	556	1
51	899	1
469	891	1
73	757	1
92	849	1
152	921	1
63	694	1
276	788	1
277	872	1
22	839	1
491	1009	1
384	506	1
305	767	1
320	854	1
434	1006	1
6	714	1
276	734	1
72	952	1
345	787	1
126	1005	1
313	877	1
400	519	1
374	694	1
8	623	1
71	1006	1
501	692	1
346	877	1
156	1012	1
281	662	1
415	944	1
437	734	1
162	839	1
321	880	1
310	729	1
450	783	1
248	931	1
31	1009	1
451	952	1
348	624	1
223	564	1
451	810	1
316	823	1
441	839	1
13	923	1
42	823	1
278	788	1
219	512	1
418	1006	1
197	506	1
435	512	1
150	859	1
451	953	1
347	1005	1
223	560	1
147	516	1
7	823	1
84	512	1
396	558	1
123	783	1
494	506	1
146	823	1
214	506	1
386	928	1
0	839	1
229	568	1
243	823	1
361	839	1
408	928	1
386	662	1
165	823	1
331	860	1
49	931	1
191	518	1
499	823	1
335	928	1
303	726	1
501	884	1
2	859	1
148	544	1
478	662	1
207	734	1
96	823	1
39	1008	1
29	952	1
4	519	1
329	960	1
122	859	1
501	893	1
334	1006	1
501	951	1
26	506	1
306	1005	1
457	931	1
501	827	1
372	839	1
321	832	1
456	823	1
81	931	1
501	811	1
465	512	1
428	692	1
460	859	1
501	619	1
242	1012	1
336	540	1
166	512	1
321	856	1
238	1006	1
275	1006	1
296	1006	1
417	859	1
20	741	1
501	504	1
428	703	1
172	544	1
188	823	1
113	1003	1
495	1013	1
410	859	1
25	506	1
354	506	1
66	512	1
99	1009	1
501	700	1
125	877	1
175	1009	1
46	1006	1
203	681	1
501	861	1
116	1007	1
351	512	1
199	519	1
428	610	1
302	1003	1
